ts_iso,ts,event,chosen,raw,dir,alpha,eligible_pros,eligible_amateurs,eligible_model_meta,eligible_model_bma,reward,counts,means,variances
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T05:30:00+05:30,1763596800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-24T05:30:00+05:30,1763942400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-26T05:30:00+05:30,1764115200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-30T05:30:00+05:30,1764460800000,select,,,0,0.0,0,0,0,0,,,,
