ts_iso,ts,event,chosen,raw,dir,alpha,eligible_pros,eligible_amateurs,eligible_model_meta,eligible_model_bma,reward,counts,means,variances
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-20T17:30:00+05:30,1763640000000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T05:30:00+05:30,1763683200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T05:30:00+05:30,1763769600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T05:30:00+05:30,1763769600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T05:30:00+05:30,1763769600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T05:30:00+05:30,1763769600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-25T05:30:00+05:30,1764028800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-26T05:30:00+05:30,1764115200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-30T17:30:00+05:30,1764504000000,select,,,0,0.0,0,0,0,0,,,,
2025-12-01T17:30:00+05:30,1764590400000,select,,,0,0.0,0,0,0,0,,,,
