ts_iso,ts,event,chosen,raw,dir,alpha,eligible_pros,eligible_amateurs,eligible_model_meta,eligible_model_bma,reward,counts,means,variances
2025-11-21T12:30:00+05:30,1763708400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T14:30:00+05:30,1763715600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T15:30:00+05:30,1763719200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T16:30:00+05:30,1763722800000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-21T17:30:00+05:30,1763726400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T11:30:00+05:30,1763791200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T15:30:00+05:30,1763805600000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T16:30:00+05:30,1763809200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T16:30:00+05:30,1763809200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T16:30:00+05:30,1763809200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-22T16:30:00+05:30,1763809200000,select,,,0,0.0,0,0,0,0,,,,
2025-11-25T16:30:00+05:30,1764068400000,select,,,0,0.0,0,0,0,0,,,,
2025-11-26T09:30:00+05:30,1764129600000,select,,,0,0.0,0,0,0,0,,,,
2025-12-01T09:30:00+05:30,1764561600000,select,,,0,0.0,0,0,0,0,,,,
2025-12-02T13:30:00+05:30,1764662400000,select,,,0,0.0,0,0,0,0,,,,
2025-12-07T21:30:00+05:30,1765123200000,select,,,0,0.0,0,0,0,0,,,,
2025-12-08T09:30:00+05:30,1765166400000,select,,,0,0.0,0,0,0,0,,,,
